id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5408684, 3 pièces dans Hôtel particulier ,14027695,Sylvie,,Opéra,48.87955672083229,2.3375402460777375,Entire home/apt,220,7,6,2016-05-20,0.42,1,312
5663741,Luxury Triplex in South Pigalle,10471588,Maggie,,Opéra,48.881006769671146,2.3336156093940414,Entire home/apt,501,4,1,2015-07-28,0.09,4,33
8947953,Lover's cocoon - Center of Paris,45896389,Aymeric,,Opéra,48.87901742539523,2.3432412819586954,Entire home/apt,60,1,7,2016-01-04,0.90,10,0
13797645,Luxury apartment in the sacré coeur - Moulin Rouge,17037121,Stanley,,Opéra,48.88153418968668,2.3427352705322706,Entire home/apt,191,2,0,,,23,363
7113050,Spacious apartment at Opera,27513334,Marion,,Opéra,48.87322793779861,2.3333892028147885,Entire home/apt,120,2,11,2016-05-30,0.92,1,152
4360728,Joli studio à deux pas d'Opéra!,4587694,Diane,,Opéra,48.87375817289935,2.3395006419824305,Entire home/apt,59,5,0,,,1,363
9734781,Large apartment in center of Paris,16311083,Pippa,,Opéra,48.87220199278283,2.3436493786341646,Entire home/apt,90,2,2,2016-06-27,2,1,365
7935787,1 chambre au pied du sacré cœur !,7706075,Julie,,Opéra,48.881414178941675,2.3449082999508413,Private room,40,1,2,2015-09-21,0.21,1,22
12880766,Rooftops in the Paris sky,4576994,Mathilde Et Jean-Pierre,,Opéra,48.87312814632008,2.3436193180207323,Entire home/apt,136,2,2,2016-06-21,2,2,357
6589445,Room in bright St Georges apartment,4701311,Alex,,Opéra,48.8772492857109,2.3349659169529544,Private room,45,1,6,2016-06-17,0.60,2,0
10207752,Charmant studio a Paris 9,3445321,Augusta,,Opéra,48.880906911000416,2.3287388094032773,Entire home/apt,43,1,26,2016-06-21,4.64,2,74
11671423,Cosy Flat @ Paris Fbg Montmartre,35157154,Paul Et Marie,,Opéra,48.8736050935907,2.342086791659403,Entire home/apt,74,2,26,2016-06-28,6.72,1,266
691613,Guest House Opéra - Chambre LOFT ,3398366,Arthur,,Opéra,48.87338201556487,2.345409859455414,Private room,130,1,40,2016-05-30,1.08,9,240
3051066,1 bdr flat near Montmartre/Martyrs,1773682,Edouard,,Opéra,48.87925852496335,2.340912354525974,Entire home/apt,80,2,23,2016-06-25,1.06,1,3
11701891,Lovely Studio close to Montmartre,12120933,Stephane,,Opéra,48.87564817647244,2.3413289139944617,Entire home/apt,75,2,0,,,2,363
692394,Room in an apartment of 85m²,3540050,Brahim,,Opéra,48.87285120431848,2.3428702183357246,Private room,55,3,6,2014-09-12,0.13,1,212
13668664,Agréable studio Paris 9°,6375147,Mathilde,,Opéra,48.883172956504005,2.347875843042047,Entire home/apt,45,2,0,,,1,22
10260799,Private bedroom with private terrace in Paris!,52754327,Eugène,,Opéra,48.874586523799366,2.341981463812478,Private room,208,1,0,,,3,360
3173770,South Pigalle typical Parisian flat,3141282,Anaïs,,Opéra,48.8762795920191,2.343673330745687,Private room,44,2,10,2016-06-25,0.55,1,345
9474613,Appartement central (9ème),15383098,Elise,,Opéra,48.87668453252822,2.340420597712343,Entire home/apt,55,2,9,2016-06-24,2.81,1,10
13013700,40m2 lovely parisien flat - southpi,4177948,Anne,,Opéra,48.8791462527098,2.335082765657532,Entire home/apt,80,2,0,,,1,11
3052333,Nice 2 bedrooms totally furnished,5931158,Mokram,,Opéra,48.87329181782327,2.344964254358526,Entire home/apt,181,5,1,2015-08-19,0.09,2,199
8819610,Light and airy family apartment,17066607,Claude,,Opéra,48.881935055775074,2.3478870329191635,Entire home/apt,251,5,0,,,1,0
10654774,Opéra lumineux studio - pour 2-4 personnes,55027070,Laura,,Opéra,48.87560847399946,2.3316608800164205,Entire home/apt,49,1,6,2016-06-19,6,1,364
8295496,Montmartre - appartement spacieux,43740253,Denise,,Opéra,48.8806750728352,2.3395694022485762,Entire home/apt,150,5,0,,,1,360
9213040,Beau 3 pièces au pied du SacréCoeur,9733352,Bérangère,,Opéra,48.8809894780928,2.343734121002284,Entire home/apt,95,2,0,,,1,68
7254912,1BedRoom - Montmartre Area,25838188,INeedaPlace,,Opéra,48.878893428369715,2.3422225169737727,Entire home/apt,70,3,2,2016-04-23,0.21,20,2
2004459,PARISIAN STUDIO CENTER FREE WIFI,10320110,Ludovic,,Opéra,48.880219899962135,2.3292093374809992,Entire home/apt,49,3,0,,,1,88
9082531,Lovely flat - Pigalle - 4 people,7974734,Laetitia,,Opéra,48.87973764725179,2.338392989043377,Entire home/apt,80,4,2,2016-04-23,0.72,5,302
10655409,Comme Chez Vous,55030092,Eirini,,Opéra,48.87226622116103,2.344946251143836,Private room,65,2,0,,,1,0
169975,A Pied à terre in South Pigale,810057,Baptiste,,Opéra,48.87694734805405,2.34381998062128,Entire home/apt,80,5,18,2015-12-08,0.39,1,35
6461491,"Etreinte romantique, simple plaisir",33744202,Yanael,,Opéra,48.88184436907512,2.340581269673742,Private room,60,2,8,2016-05-29,0.85,2,333
12359833,Quiet & Cosy Parisian Flat,66286806,Baptiste,,Opéra,48.877252936053516,2.34623320380122,Entire home/apt,75,1,1,2016-06-21,1,1,329
11278703,Cosy Apartment near Montmartre,18148467,Thibault Et Lazlo,,Opéra,48.87865323741061,2.332915553086086,Entire home/apt,70,2,0,,,2,335
5282081,Appartement centre de Paris,17376995,Claudie,,Opéra,48.87741688119343,2.3466228041630464,Private room,140,1,0,,,1,365
4233549,Studio flat in the heart of Paris,9193866,Charlotte,,Opéra,48.87907763817722,2.3345801841782916,Entire home/apt,75,1,7,2016-04-18,0.33,1,365
7248221,Studio Design Paris - Montmatre,10205311,Warren,,Opéra,48.87794380600967,2.3427015730522918,Entire home/apt,130,3,1,2016-06-23,1,1,46
13015554,Appartement central ! 9e,56380012,Axl,,Opéra,48.87829401940442,2.336173444908006,Private room,45,1,4,2016-06-19,4,1,61
9214697,Studio à Paris Les Folies Bergère,47919868,Christophe,,Opéra,48.87393144074017,2.3444256627131432,Entire home/apt,60,1,41,2016-07-01,6.61,1,286
12884926,Studio vue Montmartre / Sacré-Coeur,70511503,Valentin,,Opéra,48.88230376352907,2.3470078988633714,Entire home/apt,40,1,1,2016-05-14,0.59,1,0
8879089,Lovely room near Montmartre,38015199,Emmanuelle,,Opéra,48.87663558632158,2.330028519539221,Private room,45,1,2,2016-06-30,0.26,1,11
6934358,3 pièces80m2 en plein cœur de Paris,36354796,Marie-Cécile & François,,Opéra,48.87510918753587,2.343714166207735,Entire home/apt,111,10,0,,,1,363
3317826,Bel appartement familial MONTMARTRE,16751144,Amélie,,Opéra,48.88300300361393,2.347511094565936,Entire home/apt,120,2,8,2016-06-20,0.39,1,260
13410413,Cosy Independent Room in the Heart of Paris,24574957,Cora,,Opéra,48.875700334638466,2.3446522728033785,Private room,26,2,1,2016-06-14,1,2,15
13279622,Well located in Pigalle with view on Sacré Coeur,74862681,Bonnie,,Opéra,48.88154968139919,2.3360706718257127,Entire home/apt,120,2,0,,,2,89
12528115,Montmartre sunny apartment - 51sqm - one bedroom,18190683,Pierre,,Opéra,48.88307691213528,2.3349279570908408,Entire home/apt,111,2,2,2016-06-06,2,1,359
5808908,CHARMING APARTMENT South MONTMARTRE,6833186,Dominique,,Opéra,48.87810269392273,2.341633296386793,Entire home/apt,116,3,38,2016-06-26,2.74,1,94
13529258,"Charming St Honore, Haussmann & Opéra Flat",29707008,Benjamin,,Opéra,48.87414904443784,2.3341028821851917,Entire home/apt,111,1,2,2016-06-28,2,4,337
5285113,bel Appart près rue des martyrs!!,27363398,Catherine,,Opéra,48.8758849945647,2.337499854154324,Entire home/apt,171,1,0,,,1,0
1550812,SacréCoeur Montmartre Charming Flat,1865593,Florence,,Opéra,48.88033651183708,2.3448463337359304,Entire home/apt,97,2,8,2016-05-08,0.25,1,307
6858148,A lécart,34576249,Michel,,Opéra,48.88257283190232,2.3490883121365367,Entire home/apt,70,3,0,,,1,365
7120311,Lovely flat Martyrs - South Pigalle,19458227,Pierrick,,Opéra,48.87782808359584,2.340248736648833,Entire home/apt,88,2,17,2016-06-26,1.40,1,349
4630158,"lovely flat of 45 m2, very central",23977449,Eloise,,Opéra,48.87743721150835,2.3464459055078617,Entire home/apt,90,1,1,2015-06-09,0.08,1,363
5555820,Lovely loft @ Opéra & Montmartre,7772168,Maelys,,Opéra,48.872166268953755,2.3351632622391727,Entire home/apt,98,2,10,2016-05-29,0.72,1,261
8824501,Pigalle/Trinité - 35m2 - Balcony,7049703,Lucie,,Opéra,48.88259072774982,2.3305674807891643,Entire home/apt,75,2,0,,,1,87
1996013,BEL DUPLEX 3B  MONTMARTRE 8PERSONS,10287345,Jocelyn,,Opéra,48.88000257268549,2.349412220295669,Entire home/apt,149,1,86,2016-07-02,2.93,6,344
9817236,Lovely apt close to Montmartre - 50m2,3725452,Romain,,Opéra,48.87911349118241,2.3412271784018315,Entire home/apt,80,2,0,,,1,65
10921947,"Beautiful loft, close to the center",34176479,Élodie,,Opéra,48.88198409079432,2.3460630048284865,Entire home/apt,140,2,2,2016-06-27,1.05,1,270
10919373,bel chambre calme dans appartement,29013953,Irene,,Opéra,48.8765480418106,2.337723187087063,Private room,32,1,3,2016-06-20,0.90,1,319
13805915,Super studio 30 m2 au centre de paris,78859242,Noor,,Opéra,48.878239924837416,2.344281125598546,Entire home/apt,49,2,0,,,1,364
567803,Charming flat in Paris center,2793746,William,,Opéra,48.876645212625576,2.338966799758751,Entire home/apt,50,3,40,2016-05-16,0.84,1,0
3058223,Nice and calm studio centrum Paris,15566590,David,,Opéra,48.87777562537109,2.341696338659128,Entire home/apt,45,3,4,2016-06-28,3.33,1,1
8694452,SouthPigalle cosy flat,45614161,Emilie,,Opéra,48.879257619436466,2.3407382677635,Entire home/apt,94,4,1,2016-06-15,1,1,26
5810931,Appartement 54m2 Paris 9 Montmartre,30125683,Sophie,,Opéra,48.87840514561197,2.3439792559602717,Entire home/apt,80,2,86,2016-07-01,5.71,2,344
1354530,**Nice central 1 bedroom flat**,3576368,Caroline,,Opéra,48.87437691405867,2.3435499364224057,Entire home/apt,75,2,10,2015-08-17,0.29,1,0
3976057,PARIS CENTRE - Apartment of 120m2,6851238,Victoria,,Opéra,48.8754177169621,2.3455767930629796,Private room,50,1,16,2016-06-26,0.94,4,46
4369546,Bright family-friendly 4-br flat,22448457,Laetitia & Eric,,Opéra,48.87638352418883,2.3483020418072416,Entire home/apt,150,2,8,2016-05-15,0.44,1,14
10005735,au pied de Montmartre,51397049,Patricia,,Opéra,48.87986301063562,2.339982020045628,Private room,75,7,0,,,1,14
9874737,Very nice apartment Montmartre/Opera/Grds magasins,50813221,Natacha,,Opéra,48.880669531065536,2.3347213861416405,Entire home/apt,99,2,2,2016-06-20,0.33,1,89
3714435,Apt architecte vue sacré coeur,18959634,Jefferson,,Opéra,48.879447276425125,2.33233797115831,Entire home/apt,140,4,5,2015-01-09,0.26,1,190
3976801,Heart of Paris - down Montmatre,20609912,Véronique,,Opéra,48.877823513256644,2.3439306979051824,Entire home/apt,125,1,1,2015-06-02,0.08,1,364
11054987,SAINT LAZARE -GRANDS MAGASINS,57376366,Claire,,Opéra,48.88038509053875,2.327152725558399,Entire home/apt,125,1,0,,,1,365
13103377,"Lovely, Quiet Flat DUPLEX in the heart of Paris",16369019,Djena,,Opéra,48.880152652319175,2.3367094084186864,Entire home/apt,210,1,2,2016-06-06,2,1,42
13807674,Studio down town at Saint-Lazare Opéra,81245974,Baptiste,,Opéra,48.877533723855464,2.328102280990562,Entire home/apt,33,3,0,,,1,30
1362022,Ideal studio in Paris,7306583,Monika,,Opéra,48.87798142357247,2.3322744623413354,Entire home/apt,70,3,2,2016-05-23,1.33,1,319
13562524,"STUDIO BLANCHE, une expérience parisienne",40306515,Charles,,Opéra,48.881593664846925,2.3314758522500196,Entire home/apt,88,3,0,,,1,59
10689980,Havre de paix en face de Montmartre,3178600,Mercedes,,Opéra,48.88234232680691,2.3438795532619316,Entire home/apt,44,4,4,2016-05-03,0.78,1,0
5681857,Sunny Duplex in Paris 9th,5397494,Sonsoles,,Opéra,48.877500520430445,2.338813434823408,Entire home/apt,140,3,1,2015-10-09,0.11,1,365
9089870,Chambre confortable proche Pigalle,47397140,Joachimde91,,Opéra,48.87888370206129,2.3343403573809396,Private room,49,1,1,2015-11-09,0.13,1,0
9876424,Nice bedroom romantic & quiet,1272320,Henri,,Opéra,48.88168158386686,2.342268275899538,Private room,69,1,0,,,1,31
2929668,Appartment close to Montmartre,10773636,Zoubida,,Opéra,48.88143141647385,2.339999927626018,Entire home/apt,45,2,26,2016-06-27,1.10,1,5
5534578,2bd Quiet Gem-Central Neighborhood,28694444,Sebastien,,Opéra,48.88152386146352,2.3397945363489066,Entire home/apt,199,1,29,2016-06-25,1.86,1,349
13022480,Cosy & charming flat near Montmartre,71800061,Gyori,,Opéra,48.87918416892327,2.347458262555298,Entire home/apt,80,7,0,,,1,364
13284766,Beautifull artist's house near Montmartre,1010831,Kalou,,Opéra,48.881622522388696,2.349686873859648,Entire home/apt,451,6,0,,,1,40
8566232,Cosy flat near Montmartre !,9260963,Elodie,,Opéra,48.880288618750605,2.3489939747750634,Entire home/apt,50,1,4,2016-03-03,0.45,1,20
5682738,Très Bel Appartement Montmartre,5457529,Marie,,Opéra,48.882239739205886,2.3344204708983995,Entire home/apt,181,2,1,2015-09-21,0.10,1,289
2012866,SOuth PIgalle - Family appartment,10355714,Antoine,,Opéra,48.87853765195243,2.3385461974151083,Entire home/apt,150,4,4,2015-04-06,0.15,1,321
7260466,"STUDIO, PARIS OPÉRA /MONTMARTRE!!",10287345,Jocelyn,,Opéra,48.87464688780422,2.3445277365901176,Entire home/apt,47,1,48,2016-06-27,5.00,6,277
12105537,Bright&Design 2br Opéra/Montmartre,63726880,Stephane,,Opéra,48.87616958652897,2.3415032660743154,Entire home/apt,159,3,0,,,1,24
3324371,Nice Flat  #  Paris 9,206536,Guillaume,,Opéra,48.8770240124378,2.348608594187624,Entire home/apt,80,2,26,2016-05-16,1.07,1,209
7304293,Joli 2 pièces près de Montmartre,38261419,Lucie & Guillaume,,Opéra,48.8799802904208,2.346107751226726,Entire home/apt,70,2,1,2015-08-30,0.10,1,297
13093344,"Bo Studio : ""Nuit sous les étoiles avec Jacuzzi""",72693417,Manon,,Opéra,48.8792698029837,2.333761357845928,Private room,290,1,0,,,2,340
13810579,Studio Close to Montmartre & Opera,50581344,Madeline,,Opéra,48.87589806351377,2.3439197025866427,Entire home/apt,60,2,0,,,1,62
11582529,Chez Monnier Trend & Style,12984381,Olivier,,Opéra,48.88113521493591,2.338377423995254,Entire home/apt,136,7,0,,,91,84
5553363,MADELEINE 2BR Penthouse 75 m Terace,28785124,Alexandre,,Opéra,48.87107868852463,2.3265822796210505,Entire home/apt,270,7,1,2015-09-09,0.10,3,347
5250941,Stylish flat South Pigalle,7320384,Jonathan,,Opéra,48.88091441654977,2.335077013109601,Entire home/apt,60,2,0,,,1,273
6839481,Quiet st close to Moulin Rouge Rome,34996605,Jean-Nicolas,,Opéra,48.882026267402296,2.330027135674542,Entire home/apt,79,5,2,2016-05-13,0.64,8,215
6864154,Chambre charme parisien Montmartre,8179853,Florence & Jérémy,,Opéra,48.88201711533856,2.348524975207733,Private room,60,2,34,2016-07-02,2.73,2,364
11844943,Appartement calme et familial Opéra,63118341,Alexandre,,Opéra,48.87477330257014,2.331269260205588,Entire home/apt,130,14,0,,,1,7
8681297,Cosy bedroom / typical Paris flat,13348909,Jean-Baptiste,,Opéra,48.87689173845967,2.3329906735633528,Private room,65,2,12,2016-06-24,1.34,1,84
10010201,Appartement Opéra Drouot6,1322370,Nicolas,,Opéra,48.87276124681479,2.340094043011658,Entire home/apt,171,3,2,2016-05-08,0.55,43,296
3194557,4 BR APARTMENT (140m2) + TERRACE,16147967,Bénédicte,,Opéra,48.874373457825925,2.3406045453559843,Entire home/apt,200,5,3,2015-12-27,0.13,1,60
2932735,Près de Montmartre,3695680,Anne,,Opéra,48.88031722929827,2.3437118669457937,Entire home/apt,65,2,2,2015-09-28,0.16,1,179
8778696,Charming cozy nest near Montmartre,45998271,Alexandra,,Opéra,48.87837011708248,2.3404848556547764,Entire home/apt,111,1,14,2016-06-15,1.62,1,344
10919675,Cosy for two / Montmartre for you,17668117,Claire & Laurent,,Opéra,48.883327122595276,2.3482568909691572,Entire home/apt,59,4,19,2016-06-26,3.99,3,269
13288258,2 pièces Paris 9,5128889,Nina,,Opéra,48.87453898459831,2.344112096015432,Entire home/apt,58,3,1,2016-06-12,1,1,274
12501945,At the Heart of Montmartre,67699666,Ghellab,,Opéra,48.88235959417176,2.341917441422154,Entire home/apt,89,1,2,2016-06-17,2,1,326
4637724,Cute apartment near Montmartre,17857144,Loïc,,Opéra,48.87925345200413,2.343293431028179,Entire home/apt,60,5,28,2016-02-28,1.48,1,0
2409587,Great view over Paris on top floor,2786449,Noémie,,Opéra,48.88025385256312,2.346298708644822,Entire home/apt,90,2,15,2016-01-05,0.55,1,273
13661720,"Studio lumineux, central, au pied du Sacré Coeur",7391377,Dominique,,Opéra,48.88107844749951,2.345969160219306,Entire home/apt,45,3,0,,,1,46
11716013,"Central Paris, apartment w/top view",1589096,Spela,,Opéra,48.87884468593696,2.328743483678837,Entire home/apt,90,2,1,2016-06-30,1,1,357
3314362,STUDIO LUMINEUX BLANCHE-PIGALLE,16458531,Juliette,,Opéra,48.88137789824487,2.332471385054437,Entire home/apt,65,1,11,2016-06-23,0.48,1,363
7390885,Appartement au pied de Montmartre,12605445,Charlotte,,Opéra,48.880269756679354,2.341884377937591,Entire home/apt,35,3,8,2016-06-25,0.95,1,357
4859418,♥ Artist Loft in the heart of Paris,8033438,Thomas,,Opéra,48.87664363388056,2.3379733367752333,Entire home/apt,90,4,41,2016-06-27,2.33,1,8
12503140,Terrasse & Private room St Lazare,28972386,Benoit,,Opéra,48.87749538745048,2.3284996741530093,Private room,40,1,1,2016-06-22,1,1,5
3328205,"Paris, c'est le paradis !",15659114,Alessia,,Opéra,48.874236516160266,2.3419912069407607,Entire home/apt,50,8,14,2015-08-20,0.59,1,0
7391573,latin fire,13072662,Marina,,Opéra,48.873986639902235,2.3460613886672848,Private room,30,6,0,,,1,10
11979681,Beau 2 pièces lumineux et charmant,26298920,Constance,,Opéra,48.879090204396554,2.3395273588375627,Entire home/apt,100,2,6,2016-06-29,1.89,1,28
2542533,Studio lumineux au coeur de Pigalle,2757435,Roxane,,Opéra,48.88123129296732,2.335327134948772,Entire home/apt,70,2,8,2015-10-14,0.31,1,365
9227255,Cosy flat in Paris 10è,47903641,Liliane,,Opéra,48.87818774423717,2.348835777146167,Entire home/apt,150,3,1,2016-01-01,0.16,1,363
6999227,Studio lumineux - Sacré Coeur/Opéra,36695835,Agathe,,Opéra,48.879932943343476,2.344548842646542,Entire home/apt,40,2,4,2016-06-26,2.45,1,8
13487318,"35m², 2 min from Galeries Lafayette & Opera",18457860,Nanae,,Opéra,48.87480251302417,2.3311607989012777,Entire home/apt,80,5,0,,,1,54
7523949,Cosy and Well located Parisian flat,38181972,Christophe,,Opéra,48.87709927396305,2.3390543988830674,Entire home/apt,75,1,2,2016-03-27,0.32,1,12
13160702,Charmant 4 pieces pour une famille,63052992,Ariel,,Opéra,48.877308106881955,2.3434824219531065,Entire home/apt,111,6,0,,,2,12
7500029,"Cozy, Private Flat - Trendy Paris 9",39284884,April,,Opéra,48.87680219489444,2.32833986806188,Entire home/apt,100,3,7,2016-06-14,3.39,2,55
1364350,Parisian chic 4P @ Montmartre Opera,7404863,Olitsi,,Opéra,48.877541962282834,2.3393691987877037,Entire home/apt,241,10,4,2015-03-20,0.17,1,363
2806157,DROUOT-QUARTIER OPERA,14353878,Gerald,,Opéra,48.87198207060719,2.3410456714699373,Entire home/apt,251,3,0,,,1,147
13291945,"Un 2 pièces à SoPi sur Jardin, donc très calme.",75005221,Marc,,Opéra,48.881272038047264,2.338623101932586,Entire home/apt,100,2,0,,,1,0
10975311,"Romantic studio, roof top of Paris",56018865,Louis,,Opéra,48.88163289883697,2.3482581077078746,Entire home/apt,98,1,9,2016-06-18,2.97,1,365
9229026,Studio en plein centre de Paris,2099880,Jean Pierre,,Opéra,48.87292235984089,2.340860704393599,Entire home/apt,50,3,11,2016-06-24,1.41,1,355
3593175,Charming apartment in South Pigalle,6085461,Nicolas,,Opéra,48.880117644347024,2.342852368214933,Entire home/apt,130,1,0,,,1,0
10802438,Appartement Voie privée Pigalle,55914624,Marine,,Opéra,48.88090083626412,2.338989963854371,Entire home/apt,300,5,0,,,1,363
4248981,Appartement de Charme 50m2 à Cadet!,22016186,Alexis,,Opéra,48.87586859386679,2.344079231432959,Entire home/apt,115,2,1,2015-07-13,0.08,1,242
5994749,Magnifique appartement avec balcon,31125832,Claudia,,Opéra,48.880113371215344,2.3335130597468803,Entire home/apt,100,1,4,2015-08-31,0.28,1,335
12899899,Charming apt in best neighborhood,67879895,Guillaume,,Opéra,48.88274028365615,2.3324597808841747,Entire home/apt,60,1,4,2016-06-13,2.45,52,91
11215804,Beau studio cosy et tout confort,21328993,Franck,,Opéra,48.88121488316479,2.3312599870804123,Entire home/apt,60,3,10,2016-06-26,2.80,2,321
12329972,Cosy studio au cœur de Paris Moulin,15256229,Natalia,,Opéra,48.88097517591282,2.3332174243401074,Entire home/apt,52,1,0,,,2,83
9361503,Studio in the heart of Paris,25738093,Mélanie,,Opéra,48.877491038152556,2.3442114557795355,Entire home/apt,62,2,2,2016-01-16,0.33,1,0
5036339,Lovely appartement near Montmartre,8606071,Sandra,,Opéra,48.88291618262963,2.3471682463583856,Entire home/apt,185,4,0,,,2,16
9099601,1-bedroom in 19th-century building,47440753,Constance,,Opéra,48.87884452643077,2.3437752944559733,Entire home/apt,80,2,21,2016-06-14,2.65,1,274
2283929,Lovely Bohemian Flat in Paris 9,3280651,Nicolas,,Opéra,48.874914861152966,2.3462351928544942,Entire home/apt,100,2,36,2016-01-25,1.25,1,337
12376790,Lovely apartment. Rooftops view,66883647,Lecomte,,Opéra,48.87712476275478,2.341174728603336,Entire home/apt,95,2,0,,,1,18
3071088,Room between Opéra and Pigalle,15630054,Charles,,Opéra,48.878702964783514,2.330696866124459,Private room,50,2,1,2014-08-29,0.04,1,0
1236084,Charming 2 room apartment & balcony,6738978,Flavien,,Opéra,48.879110344861346,2.3450960223081925,Entire home/apt,70,4,2,2013-06-23,0.05,1,47
5430569,Lovely parisien flat - Montmarte,3196804,Alexandre,,Opéra,48.881146719302386,2.3341813696406444,Entire home/apt,99,1,6,2016-05-08,0.40,1,226
8707396,charming apt central paris / opera,25181678,Rene,,Opéra,48.87397203634319,2.343434873884807,Entire home/apt,181,1,5,2016-06-20,0.80,1,117
580935,Cosy appartment near Montmartre,2858639,Johann,,Opéra,48.87859127185303,2.346508592773809,Entire home/apt,111,5,3,2016-04-02,0.13,1,336
3988973,Appartement de charme,20678454,Cédric,,Opéra,48.87799558319635,2.3478756226182664,Entire home/apt,90,4,6,2016-05-09,0.27,1,89
4837314,Quiet  flat in central Paris,24897344,Jean-François,,Opéra,48.87828656430406,2.3438968875449935,Entire home/apt,90,2,73,2016-06-16,4.40,1,296
9538375,Big Rooms Downtown,49403883,Aida,,Opéra,48.87293277792904,2.346367145611294,Private room,99,1,0,,,1,91
3071863,View on Paris in SoPi (Montmartre),15633702,Clement,,Opéra,48.87950745413918,2.3457536728622026,Entire home/apt,60,7,1,2015-01-02,0.05,1,8
8970149,Nice & Cosy flat next to Pigalle,26429007,Lorraine,,Opéra,48.8811603607792,2.3362681067125215,Entire home/apt,55,2,1,2015-11-13,0.13,1,4
6873219,Un petit nid de tranquillité,36020910,Emilie,,Opéra,48.880441401645086,2.34780359067006,Entire home/apt,90,1,5,2016-06-28,0.82,1,0
2416873,Private room in Paris,2980650,Jérémy Victor,,Opéra,48.87502554788215,2.343960724340924,Private room,45,3,65,2016-06-17,2.26,1,355
4514065,Bienvenue à Paris,2332112,Xavier,,Opéra,48.877902574246015,2.3446547719102346,Entire home/apt,80,3,16,2015-12-14,0.81,1,365
883431,CHARMING STUDIO ST GEORGES 9  ,4676804,Bella,,Opéra,48.87669299250526,2.336199741415112,Entire home/apt,85,2,49,2016-06-05,1.20,1,316
3859113,Amazing flat in Montmartre!,3828081,Carole,,Opéra,48.88120006022725,2.3451507937780587,Entire home/apt,149,6,0,,,2,0
451293,grand appartement proche Montmartre,2241644,Caroline,,Opéra,48.878591021395245,2.3468738305877057,Entire home/apt,331,6,28,2016-06-18,0.76,1,351
1893381,Chambre de bonne à Paris,5128354,Rémi,,Opéra,48.88086894684545,2.332267177206186,Entire home/apt,25,1,1,2015-12-23,0.15,1,0
3728394,Studio Centre de Paris,18996026,Meryam,,Opéra,48.87512414641467,2.345928205973742,Entire home/apt,62,2,38,2016-05-30,1.88,1,192
7398532,Lovely Bright Cosy 1 bedroom flat,35545075,Monica,,Opéra,48.879036828970406,2.3280292883637563,Entire home/apt,105,1,57,2016-06-17,5.63,1,291
7005354,Beautiful flat center Paris,36719955,Tom,,Opéra,48.870775387104004,2.3309473103807425,Entire home/apt,80,2,64,2016-06-23,5.29,1,50
582933,1 CHAMBRE PIED DE MONTMARTRE PARIS9,2871560,Jean Philippe,,Opéra,48.88010038782125,2.337489825882864,Private room,70,1,3,2016-06-29,0.23,1,364
10385151,Apartment - Moulin Rouge District,37152802,Arthus,,Opéra,48.883315691898964,2.3316288283853432,Entire home/apt,70,2,7,2016-06-19,1.42,1,11
4384171,Nice studio apartment in Pigalle,17285401,Marine,,Opéra,48.88155883706565,2.3370015930464283,Entire home/apt,45,1,16,2016-06-30,1.62,1,183
4384423,"Your Room in Paris, Moulin Rouge",10496291,Véronique,,Opéra,48.882841846933104,2.3329325816011237,Private room,70,1,4,2016-06-30,0.30,1,33
5301928,Appartement proche opéra Garnier,27461591,Rosy,,Opéra,48.87204906162471,2.328543593422269,Entire home/apt,140,2,6,2016-06-22,0.46,1,345
9627389,Charming 40m² flat. Parisian style,18737377,Maxime,,Opéra,48.87778324904881,2.3435359782625396,Entire home/apt,54,4,0,,,1,0
6874901,Bel appartement plein de charme,36027920,Carla,,Opéra,48.8762037900428,2.340825826249358,Entire home/apt,200,7,0,,,1,365
3860286,Quiet and cosy in a very nice area,19905928,Francois,,Opéra,48.87967508741629,2.335711157891367,Entire home/apt,75,2,16,2016-06-22,0.88,1,360
13182638,Charming flat Casino de Paris,43436470,Julien,,Opéra,48.88000712803836,2.3295470046353266,Entire home/apt,90,2,4,2016-06-22,4,2,87
11784545,appartement familiale,62754664,Dominique,,Opéra,48.87773165888842,2.3425945711580036,Entire home/apt,251,1,0,,,1,43
6613111,Sous les toits de Paris !,26260049,Camille,,Opéra,48.87432137434656,2.346574270708792,Entire home/apt,60,3,3,2016-06-28,0.36,1,10
687145,"Unique,calm and famous",3500157,Henriette,,Opéra,48.87428892851967,2.3447034155195516,Entire home/apt,165,3,18,2016-06-28,0.39,1,349
7006505,Parisian flat with balcony,11658675,Sebastien,,Opéra,48.877544416274304,2.347614135489552,Entire home/apt,191,6,2,2015-10-26,0.17,1,259
8267495,Appartement Montmartre Pigalle 60m2,16702858,Adèle&Damien,,Opéra,48.87976477201281,2.348769097567512,Entire home/apt,70,1,2,2016-06-20,1.03,1,6
6718778,Un appart pour les familles à Paris,7502508,Memelle,,Opéra,48.873246860344736,2.334019898776609,Entire home/apt,100,3,1,2016-05-04,0.48,1,279
2026179,au pied de montmartre,9989412,Audrey,,Opéra,48.879707217767994,2.344542903149528,Private room,40,4,54,2016-06-23,1.80,1,314
